"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,2.316299,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-0.353033,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,0.822161,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.650364,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,3.193264,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,1.368854,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,1.317917,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.184416,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-1.488722,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-0.921726,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,3.913554,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.346245,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,1.911281,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,0.786338,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.584132,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,1.427971,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,1.19061,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,1.869077,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,2.201011,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,0.742592,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,0.558118,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,0.738532,,
"DNK","Denmark","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2022","2022","PC","Percentage","0","Units",,,-1.32865,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,4.098975,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,8.044277,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,6.317833,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,4.558431,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,1.702636,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,4.04505,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,3.700687,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,4.682847,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,4.064142,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,6.060233,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,4.172081,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,3.279381,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,3.917637,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,6.680654,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.964173,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,1.372381,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.180185,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,1.771968,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,1.857996,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,-0.131784,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,0.809883,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,2.823579,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,2.328305,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.928841,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,0.83637,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,1.107479,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,-0.167267,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,-0.471145,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,-0.352445,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,0.464813,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,0.160202,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,0.155039,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,0.297613,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,0.320507,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,0.390641,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,0.584765,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,1.105267,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,0.257453,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,2.410077,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,2.54208,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,1.476256,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,1.929107,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.475647,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.309601,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.794266,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0.457181,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.873724,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-0.228542,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,0.55471,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-0.175137,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-0.758582,,
"ESP","Spain","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2022","2022","PC","Percentage","0","Units",,,1.808905,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,5.127022,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,3.209913,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,6.630772,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,6.795347,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,3.361617,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,4.999276,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,3.086088,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,2.790437,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,1.246839,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,1.548877,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,-0.338088,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,1.170548,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,3.994104,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,2.763252,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,1.834406,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,1.364853,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.223512,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,1.812447,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,2.038552,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,1.446542,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,1.205998,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,-0.188535,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,1.603967,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,1.757237,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,-1.505727,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,0.369665,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,2.208025,,
"NLD","Netherlands","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.455491,,
